Date,Naspers,Standard Bank,FirstRand,Sasol,MTN Group,Anglo American
2020-03-26,51544.578125,11066.26171875,4304.400390625,2889.385986328125,3926.70556640625,27383.818359375
2020-03-27,48758.8671875,9876.3935546875,3850.047119140625,3188.0126953125,3991.568603515625,27854.560546875
2020-03-30,50168.81640625,9557.76953125,3735.462158203125,3146.06494140625,4051.44189453125,28664.185546875
2020-03-31,51065.26171875,10202.986328125,4012.45849609375,3688.38671875,4828.80029296875,29716.017578125
2020-04-01,49821.078125,10227.8759765625,3920.21923828125,3369.785400390625,4346.01513671875,28861.46484375
2020-04-02,51001.46484375,10105.4072265625,3891.3134765625,4094.8779296875,4893.26123046875,29156.404296875
2020-04-03,50799.7109375,9957.0458984375,3722.8623046875,3965.040771484375,4718.50146484375,27813.537109375
2020-04-06,52356.03515625,10504.6826171875,3857.423583984375,4659.17333984375,5162.890625,29201.333984375
2020-04-07,52309.84375,11362.982421875,3955.105224609375,7151.0556640625,5130.93359375,31057.91015625
2020-04-08,51824.1328125,10572.3935546875,3757.7490234375,6882.39208984375,4738.474609375,30892.865234375
2020-04-09,51762.9375,11290.2958984375,4047.803466796875,7439.69482421875,5129.93505859375,32050.171875
2020-04-14,52797.55859375,11179.7724609375,4109.6025390625,6933.32763671875,5176.8701171875,32637.12890625
2020-04-15,53688.80078125,10707.80859375,3711.898193359375,5944.5654296875,4756.44970703125,31004.197265625
2020-04-16,55874.21484375,10018.78125,3682.992431640625,5742.81787109375,4916.22900390625,30622.33203125
2020-04-17,55501.0859375,10288.6181640625,3754.7587890625,5752.8046875,5267.7451171875,32319.72265625
2020-04-20,56296.33984375,9928.171875,3680.999267578125,5554.05322265625,4337.02685546875,31918.328125
2020-04-21,55815.83203125,9627.466796875,3668.04150390625,5495.126953125,4469.84375,30422.12109375
2020-04-22,57077.40234375,9222.3876953125,3709.905029296875,5876.64990234375,4319.05126953125,30768.830078125
